IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PLANT_ZIP,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,PRJ_QCDATE,CAP_DESC,REPORT_LINK,PROJ_PROB
Food & Beverage,8000000,USD,15-Sep-25,WAUKESHA DAIRY PRODUCTION PLANT PHASE II EXPANSION,Equipment Addition,Fluid Milk,Acidophilus milk-mfg,Lifeway Foods,Operational,Fluid Milk,Waukesha Dairy,Lifeway Foods,2101 Delafield Street,Waukesha,WI,Wisconsin,U.S.A.,531882261,+1 2623125000,-88.242014,43.030968,WI*02,Great Lakes U.S.A.,1,,Waukesha,Construction - Merit Shop,30-May-26,MONTH,"Lifeway Foods Incorporated has begun Construction for Dairy Processing Plant Phase II Expansion . DETAILS: At Existing (170,000 sqft) Dairy Production Plant, As Part of A Four Phase Project, Perform Structural Upgrades and Install State of the Art Cooling System plus Install Associated Equipment to Increase Production of Fermented Milk Products. REQUIRES: Structural Modifications, Stainless Steel Fabrication, Coolers, Fermenters, Homogenizers, Equipment Pads, Equipment Setting, Conveyor Systems, Evaporated Cooling Coils, Belts, Tensioning System, Compressor (Air), Silos, Vessels, Motors, Pumps, Drives, Process Controls, Utility Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Vents, Ducts; (L) Spill Containment.",Lifeway Foods Incorporated continues Construction for Dairy Production Plant Equipment Addition and releases RFQs and Bid Documents 3Q25 (Aug) thru 3Q25 (Sep). Construction Kick-Off 3Q25 (Sep). Project Completion 2Q26 (May).,1517958,3148200,Lifeway Foods,11-Nov-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301112232,High (81-99%)
Power,365000000,USD,6-Nov-25,SHAKOPEE 135.5MW BLUE LAKE BATTERY ENERGY STORAGE (BESS) UNIT ADDITION,Unit Addition,Electric Services [Public Utilities],Utility Owned Stand Alone Battery Storage,Xcel Energy Incorporated,Planned,Electric Services [Public Utilities],Blue Lake Battery Storage (BESS),Xcel Energy Incorporated,North of US 169 & South County Road 101,Shakopee,MN,Minnesota,U.S.A.,55379,+1 6123305500,-93.45248,44.79665,MN*01,Midwest U.S.A.,1,,Scott,Preliminary Design,28-Apr-28,MONTH,"Xcel Energy Incorporated performs Preliminary Design for Brownfield 135.5MW Blue Lake Battery Energy Storage (BESS) Unit Addition. DETAILS: On 70-acre adjacent to operational Blue Lake peaking plant (1519017), construct a second Battery Storage site utilizing an estimated (128) Lithium-ion phosphate Battery units with Sungrow containers, and balance of plant facilities. REQUIRES: Civil site preparation, Foundations, HVAC system, Battery modules, Battery management system, Fire suppression system, Interconnection substation, (32) medium voltage Transformers, (10) main Transformers, Switchgear, Breakers, 115kV gen-tie, MCC, DCS, SCADA, Voltage regulators, Power conversion system, Storage enclosure, Instrumentation & controls, Safety system. ENVIRONMENTAL: (L) Roads and Landscaping, Erosion control, Trenching.","Xcel Energy Incorporated continues Preliminary Design through Permitting 3Q26 (Sep). Upon approvals, Xcel Energy will likely Self-Performing and will release remaining RFQ's with Bid Documents for Equipment 4Q26 (Dec), Consumables and Specialty Subcontractors as needed through 1Q27 (Jun). Construction is scheduled for Kick-Off 1Q27 (Mar). Project completion is expected by 2Q28 (Apr).",3647832,1025911,Xcel Energy Incorporated,10-Nov-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301129803,Medium (70-80%)
Food & Beverage,5000000,USD,7-Jan-25,USA GRASSROOT NUTRITIONAL PROTEIN PRODUCTION FACILITY,Grassroot,Prepared Feeds for Livestock,Feed supplements-mfg,LanzaTech Incorporated,Engineered,Prepared Feeds for Livestock,USA Nutritional Protein,LanzaTech Incorporated,USA,Skokie,IL,Illinois,U.S.A.,60077,+1 8473242400,-87.75079,42.03003,IL*01,Great Lakes U.S.A.,1,,Cook,Site Selection,30-Jun-27,QUARTER,"LanzaTech Nutritional Protein (Subsidiary of LanzaTech Incorporated) has begun Site Selection for Grassroot Nutritional Protein Production Facility. DETAILS: At Selected Site, Construct Pre-commercial Plant (SQFT:Unknown) and Install Associated Equipment to Produce Alternative Protein Products (0.5 to 1 Metric Ton/d) from Gas (CO2) Fermentation Process. REQUIRES: Site Preparation, Foundation, Building, Heavy Load Flooring, Stainless Steel Fabrication, Ingredients Receiving & Handling Equipment, Extractors, Extruders, Processing Tanks, Mixing & Blending Vessels, Pasteurization System, Homogenizers, Separators, Formers, Filling & Packaging Equipment, Conveyors System, Material Handling Equipment, Case Packer, Palletizer, Storage Racks, Air Flow & Temperature Controlled Systems, (Air) Compressor, Fans, Condenser, Heat Exchangers, Motors, Pumps, Drives, Process Controls (PLC), Utilities plus Electrical Distribution. ENVIRONMENTAL: (A) Exhaust System, Dust Control, Vents, Ducts; (L) Spill Containment, Floor Drains.","LanzaTech Nutritional Protein (Subsidiary of LanzaTech Incorporated) Finalizes Site Selection for Grassroot Nutritional Protein Production Facility through Design & Permitting plus anticipates AFE Approval 4Q25 (Oct). Upon Approval, LanzaTech awards G/C plus Releases RFQs and Bid Documents for Contractors/Subcontractors and Specialty Trades  2Q25 (Apr-Jun). Construction Kick-Off 4Q25 (Nov). Project Completion 2Q27 (Jun).",3623331,3032262,LanzaTech Incorporated,10-Jan-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301039313,Medium (70-80%)
Food & Beverage,20000000,USD,30-May-18,TRAVERSE CITY DISTILLERY CONVERSION,Conversion,Distilled & Blended Liquors,"Whiskey: bourbon, rye, scotch type, and corn-mfg",Traverse City Whiskey Company,Under Construction,Distilled & Blended Liquors,Traverse City Distillery,Traverse City Whiskey Company,9440 South Central Highway,Traverse City,MI,Michigan,U.S.A.,49684,+1 2319228292,-85.66764,44.840936,MI*03,Great Lakes U.S.A.,1,,Leelanau,Construction - Merit Shop,31-Dec-26,QUARTER,"Traverse City Whiskey Company and Erhardt Construction (G/C) continues Construction for Distillery Conversion. DETAILS: At existing former Cherry Growers Incorporated Cold Storage Facility (34,000 sqft), Perform Conversion & Structural Modifications and Retrofit for Distillery and Expand Current Facility (+30,000 sqft) & Install Distillery Equipment plus Associated Equipment to Increase Production Capacity from (400 BBL/yr) to (4,000 BBL/yr) of Whiskey Products & Premium Jarred Cocktail Balaton Cherries as well as Rickhouses, Tasting Room & Visitors Center. REQUIRES: Structural/Interior Modifications & Improvements, Stainless Steel Fabrication, Equipment Pads & Settings, Stills, Distillation Columns, Blenders, Mash Cookers, Fermentation & Aging Barrels, Cooling System, Fillers, Bottling Equipment, Hot-Filled Jarring Equipment, Copper Pots, Weighers, Pumps, Heat Exchangers, Process Piping, Motors, Drives, Temperature Control System, Fire Protection System, Process Controls (PLC), Utility Tie-ins plus Electrical Distribution. ENVIRONMENTAL: (A) Dust Collectors, Vents, Ducting, Exhaust System; (L) Spill Containment, Drains.","Traverse City Whiskey Company and Erhardt Construction (G/C) continues Construction for Distillery Conversion and anticipates Final Approval 3Q22 (Aug). Traverse City Whiskey Company releases RFQs and Bid Documents for Contractors, Subcontractors & Equipment Providers 3Q22 (Aug) thru 4Q22 (Nov). Construction Kick-Off 4Q22 (Dec). Project Completion 4Q26 (Dec).",3594789,3277365,Traverse City Whiskey Company,18-Jun-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300445886,High (81-99%)
"Pulp, Paper & Wood",1500000,USD,27-Feb-25,CINCINNATI PAPER MACHINE LINE SHAFT UPGRADE,Upgrade,Paperboard Mills,Boxboard-mitse-mfg,Cincinnati Paperboard a Part of Caraustar,Operational,Paperboard Mills,Cincinnati Paperboard Mill,Greif Incorporated,5500 Wooster Pike,Cincinnati,OH,Ohio,U.S.A.,452262227,+1 5138717112,-84.400986,39.134679,OH*04,Great Lakes U.S.A.,1,,Hamilton,Project Justification,24-Sep-27,MONTH,"Cincinnati Paperboard a Part of Caraustar have begun Project Justification for Paper Machine Line Shaft Upgrade. DETAILS: At 185 T/d Folding and Set-Up Boxboard/Tube/Can and Drum Stock Paperboard Mill, Perform Upgrade to Line Shaft on Paper Machine (Eight Cylinder, 138"" Width, 120"" Trim, 550fpm) by Replacing (1) Old Small Steam Turbine/Generator (Circuit 1940, .5MW) plus Auxiliary Equipment. REQUIRES: Line Shaft Steam Turbine/Generator Disassembly/Removal, Modifications to Line Shaft, Steam Turbine/Generator Unit, Header, Wheel, Blades, Fins, Rotor, Stator, Diaphragms, Condenser, Switchgear, Heat Exchangers, Shafts, Steam Lines & Piping, Compressor, Lube Oil Unit, Valves, Casings, Transformers, Fans, Motors, Drives, Bearings, Bushings, Utilities Tie-Ins, Process Controls Integration plus Electrical Distribution. ENVIRONMENTAL: (A) Ventilation, Ducting, Emission Monitoring Equipment; (L) Spill Containment.","Cincinnati Paperboard a Part of Caraustar continues Project Justification for Paper Machine Line Shaft Upgrade and anticipates Final AFE Approval 1Q27 (Mar). Subject to Approval, Cincinnati Paperboard releases RFQs and Bid Documents for Specialty Contractors 2Q27 (Apr-Jun). Expected Construction Kick-Off & Project Completion 3Q27 (Sep) during Maintenance Shutdown.",1013138,1024061,Cincinnati Paperboard a Part of Caraustar,11-Nov-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301054406,Medium (70-80%)
Food & Beverage,150000000,USD,23-May-25,PLYMOUTH GRASSROOT CHEESE PROCESSING PLANT,Grassroot,"Natural, Processed & Imitation Cheese",Processed cheese-mfg,Sargento Foods Incorporated,Planned,"Natural, Processed & Imitation Cheese",Plymouth Cheese,Sargento Foods Incorporated,WI-57 & County Road PP,Plymouth,WI,Wisconsin,U.S.A.,53073,+1 9208938484,-87.94264,43.73189,WI*02,Great Lakes U.S.A.,1,,Sheboygan,Site Preparation,30-Jun-27,YEAR,"Sargento Foods Incorporated with Gray AES/Gray Construction Company has begun Site Preparation for Grassroot Cheese Processing Plant. DETAILS: At Purchased (66-Acre) Grassroot Site, Construct (384,000 sqft) Building plus Install Machinery & Systems plus Auxiliary Equipment plus Relocate Manufacturing Operations from Existing Campus to increase Production Capacity of Cheese Products. REQUIRES: Site Preparation, Foundation, Building, Doors/Docks, Insulated Wall Panels, Heavy Load Flooring, Stainless Steel Fabrication, Equipment Dismantlement & Relocation, Milk Receiving Bays, Whey Intake System, Evaporators, Ultra-Filtration System, Air Handling System, Screens, Milk Storage Silos, Cooling Towers, Pasteurizers, Cheese Belts, Dryer Chambers, Cheese Vats, Liquid Silos, Homogenizer, Separators, Membrane Systems, CIP (Clean-In-Place) System, High Speed Fillers, Conveyor Systems, Film Packaging Equipment, Storage Racks, Palletizers, Material Handling Equipment, Inventory Management Systems, Fire Protection Systems, Process Piping, Ammonia Refrigeration System, Chillers/Coolers, Motors, Pumps, Drives, Exhaust Fans, Heat Exchangers, Dryers, Compressor (Air), Utilities, Process Controls (PLC), Electrical Distribution plus Mechanical Room & Offices. ENVIRONMENTAL: (A) Dust Collectors, Exhaust System, Vents, Ducts; (L) Spill Containment, Floor Drains; (W) Wastewater Treatment System.","Sargento Foods Incorporated with Gray AES/Gray Construction Company Continues Site Preparation for Grassroot Cheese Processing Plant plus Releases RFQs and Bid Documents for Contractors, Subcontractors, Equipment Providers & Specialty Trades 4Q25 (Oct-Nov). Site Preparation Kick-Off 4Q25 (Nov). Construction Kick-Off 1Q26 (Mar). Project Completion 2Q27 (Jun).",3640590,1022459,Sargento Foods Incorporated,11-Nov-25,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301078381,High (81-99%)
Food & Beverage,12000000,USD,27-Jan-25,CLINTON DOG & CAT FOOD PLANT (DRY) PRODUCTION LINE ADDITION,Equipment Addition,Dog & Cat Food,Cat food-mfg,Nestle Purina PetCare Company,Operational,Dog & Cat Food,Clinton Dog & Cat Food,Nestle SA,2200 Manufacturing Drive,Clinton,IA,Iowa,U.S.A.,527326846,+1 5632435510,-90.241511,41.824639,IA*03,Midwest U.S.A.,1,,Clinton,Economic Evaluation,22-Dec-27,YEAR,"Nestle Purina PetCare Company has begun Economic Evaluation and Market Analysis for (Dry) Pet Food Production Line Addition. DETAILS: At 600,000 sqft Dry Pet Food Manufacturing Plant, Construct (1) new Pet Food (Dry Product) Production Line Addition plus Auxiliary Equipment. REQUIRES: Stainless Steel Fabrication, Raw Material & Ingredient Handling Equipment, Flour Mixers, Extruder Machines, Conveyor Systems, Dryer, Oven, Elevators, Feeders, Robotics, Automated Systems, Oil Sprayers, Material Handling Equipment, Coating Lines, Rollers, Flavoring & Packing Equipment, Motors, Drives, Belts, Process Controls (PLC, Pneumatics) & Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Ducting, Dust Collection System; (L) Containment.","Nestle Purina PetCare Company continues Economic Evaluation and Market Analysis for (Dry) Pet Food Production Line Addition thru 1Q26 (Jan) and anticipates finalizing Scope by 4Q26 (Oct) and receiving Final AFE Approval by 2Q27 (Apr). Subject to Final Corporate Approval, Nestle Purina PetCare Company releases RFQs and Bid Documents 2Q27 (Apr-Jun). Construction Kick-Off 4Q27 (Nov). Project Completion 4Q27 (Dec).",1520029,1042542,Nestle Purina PetCare Company,11-Nov-25,Pet Foods,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301044843,Low (0-69%)
Food & Beverage,4000000,USD,8-Nov-24,LITTLE ROCK GRAIN ELEVATOR STORAGE BIN ADDITION,Storage Addition,Farm Product Warehousing & Storage,"Elevators, grain: storage only",Farmers Cooperative Society,Operational,Farm Product Warehousing & Storage,Little Rock Grain Elevator,Farmers Cooperative Society,502 Section Line Avenue,Little Rock,IA,Iowa,U.S.A.,512431010,+1 7124792020,-95.882005,43.445287,IA*01,Midwest U.S.A.,1,,Lyon,Market Analysis,30-Sep-27,YEAR,"Farmers Cooperative Society has begun Market Analysis for Grain Elevator Storage Bin Addition. DETAILS: At Existing 1.5MM Bushel Grain Elevator, Expand Storage Capacity by Constructing (1) new Large Storage Bin Addition (Approx. 700,000 Bushels, 105'D) plus Auxiliary Equipment. REQUIRES: Stainless Steel Fabrication, Bin/Tank Pads (Concrete) & Setting, Structural & Galvanized Steel, Welded Seam Construction, Shafts, Feeders, Sidewalls & Stiffeners, Hoppers, Bracing, Access Ladders/Stairs, Conveyors, Belts & Rollers, Handrails, Bin Manholes, Roofs & Lids, Latches & Hinges, Discharge Unit, Brackets, Gauges, Bearings, Controls & Utilities Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Dust Collection System, Ventilation; (L) Spill Containment.","Farmers Cooperative Society continues Market Analysis for Grain Elevator Storage Bin Addition thru 2Q25 (Jun) and anticipates finalizing Scope by 4Q26 (Oct) and receiving Final AFE Approval by 1Q27 (Jan). Subject to Approval, Farmers Cooperative Society releases RFQs and Bid Documents 1Q27 (Jan-Mar). Construction Kick-Off 2Q27 (May). Project Completion 3Q27 (Sep).",3334967,3137775,Farmers Cooperative Society,11-Nov-25,Wheat,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301023549,Low (0-69%)
Food & Beverage,3000000,USD,8-Nov-24,BUFFALO GROVE PIZZA PLANT PACKAGING LINE ADDITION,Equipment Addition,Frozen Specialties,"Pizza, frozen-mfg",Malnati Organization Incorporated,Operational,Frozen Specialties,Buffalo Grove Pizza,Malnati Organization Incorporated,900 Busch Parkway,Buffalo Grove,IL,Illinois,U.S.A.,600894503,+1 8475621814,-87.939453,42.172404,IL*01,Great Lakes U.S.A.,1,,Lake,Market Analysis,31-Aug-27,YEAR,"Malnati Organization Incorporated has begun Market Analysis for Pizza Plant Packaging Line Addition. DETAILS: At Existing 125,000 sqft Pizza Manufacturing Plant, Construct (1) new Packaging Line Addition plus Auxiliary Equipment. REQUIRES: Stainless Steel Fabrication, Robotics, Packaging Line, Bagger Machines, Conveyor Systems, Feeders, Material Handling Equipment, Automated Systems, Case Packer, Weighers, Hoppers, Loading/Unloading Equipment, Motors, Drives, Belts, Inspection & Monitoring Equipment, Process Controls (PLC & Pneumatics) & Tie-Ins plus Electrical Distribution.","Malnati Organization Incorporated continues Market Analysis for Pizza Plant Packaging Line Addition thru 2Q26 (Jun) and anticipates finalizing Scope by 3Q26 (Sep) & receiving Final AFE Approval by 1Q27 (Jan). Subject to Approval, Malnati Organization Incorporated releases RFQs and Bid Documents 1Q27 (Jan-Mar). Construction Kick-Off 3Q27 (Jul). Project Completion 3Q27(Aug).",3470975,3391399,Malnati Organization Incorporated,11-Nov-25,Pizza And Quiche,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301023479,Low (0-69%)
Food & Beverage,35000000,USD,3-Jan-23,CROWN POINT PHASE II COLD STORAGE WAREHOUSE EXPANSION,Plant Expansion,Refrigerated Warehousing & Storage,Cold storage warehousing,CORE X Partners,Operational,Refrigerated Warehousing & Storage,Crown Point Cold Storage,CORE X Partners,13450 Mississippi Parkway,Crown Point,IN,Indiana,U.S.A.,46307,+1 2192951825,-87.3143,41.37551,IN*01,Great Lakes U.S.A.,1,,Lake,Detailed Design,1-Jan-28,YEAR,"CoreX Partners (formerly RLS Logistics) has begun Detailed Design for Phase II Cold Storage Warehouse Expansion. DETAILS: At 206,000 sqft Cold Storage Warehouse Facility, Construct (~200,000 sqft) Building Addition plus Install Related Equipment. REQUIRES: Site Preparation, Foundation, Building, High Bay Warehouse, Heavy Load Flooring, Insulated Wall Panels, Docks/Doors, Cooler/Freezer, Refrigeration System (Ammonia), Evaporator Coils, Robotics & High-Tech Equipment, Conveyors, Automated Storage & Retrieving System (ASRS), Palletizer, Cameras, Pneumatics, Sorting Systems, Computer Systems, Loading/Unloading Areas, Material Handling Equipment, Air Flow & Temperature Controlled Systems, Engine Room, Screw Compressors, Fans, Storage Racks, Condenser, Fire Protection & Inventory Management Systems, Controls (PLC), Utilities Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Vent Exhaust System, Ducting; (L) Spill Containment, Floor Drains.","CoreX Partners (formerly RLS Logistics) continues Detailed Design for Phase II Cold Storage Warehouse Expansion and anticipates AFE Submittal 4Q26 (Nov). Upon Final Approvals, CoreX Partners awards G/C (Primus Builders or Similar) and releases RFQs and Bid Documents for Contractors, Subcontractors, Equipment Providers & Specialty Trades 4Q26 (Oct-Nov). Construction Kick-Off 4Q26 (Nov). Project Completion 1Q28 (Jan).",3534615,3468869,CORE X Partners,11-Nov-25,Refrigerated Warehousing & Storage,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300849128,Medium (70-80%)
Food & Beverage,4000000,USD,31-May-24,BUFFALO GROVE PIZZA PLANT PRODUCTION LINE ADDITION,Equipment Addition,Frozen Specialties,"Pizza, frozen-mfg",Malnati Organization Incorporated,Operational,Frozen Specialties,Buffalo Grove Pizza,Malnati Organization Incorporated,900 Busch Parkway,Buffalo Grove,IL,Illinois,U.S.A.,600894503,+1 8475621814,-87.939453,42.172404,IL*01,Great Lakes U.S.A.,1,,Lake,Market Analysis,31-Aug-28,YEAR,"Malnati Organization Incorporated has begun Market Analysis for Pizza Plant Production Line Addition. DETAILS: At Existing 125,000 sqft Pizza Manufacturing Plant, Construct (1) new Production Line Addition. REQUIRES: Stainless Steel Fabrication, Ovens, Mixers, Blending Ingredient Vessels, Proofers, Extruders, Formers, Conveyor Systems, Robotics, Filling & Packaging Machines, Cutters, Loading/Unloading Systems, Spiral Freezer, Automated Systems, Motors, Servo Drives, Material Handling Equipment, Boilers, Seeders, Dryers, Process Controls (Pneumatics, PLC) & Tie-Ins, Belts, Rollers, Stands plus Electrical Distribution. ENVIRONMENTAL: (A) Ventilation & Exhaust Ducting Tie-Ins; (L) Containment.","Malnati Organization Incorporated continues Market Analysis for Pizza Plant Production Line Addition thru 2Q26 (Apr) and anticipates finalizing Scope by 3Q27 (Aug) and receiving Final AFE Approval by 1Q28 (Jan). Subject to Approval, Malnati Organization Incorporated releases RFQs and Bid Documents 1Q28 (Jan-Mar). Construction Kick-Off 3Q28 (Jul). Project Completion 3Q28 (Aug).",3470975,3391399,Malnati Organization Incorporated,11-Nov-25,Pizza And Quiche,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300981592,Low (0-69%)
Food & Beverage,50000000,USD,18-Dec-23,CROWN POINT PHASE III COLD STORAGE WAREHOUSE EXPANSION,Plant Expansion,Refrigerated Warehousing & Storage,Cold storage warehousing,CORE X Partners,Operational,Refrigerated Warehousing & Storage,Crown Point Cold Storage,CORE X Partners,13450 Mississippi Parkway,Crown Point,IN,Indiana,U.S.A.,46307,+1 2192951825,-87.3143,41.37551,IN*01,Great Lakes U.S.A.,1,,Lake,Market Analysis,31-Dec-28,YEAR,"CORE X Partners has begun Market Analysis for Phase III Cold Storage Warehouse Expansion. DETAILS: At Planned Cold Storage Warehouse Facility (Project #300849127), Construct Building Addition (Size Unknown) plus Install Associated Equipment. REQUIRES: Site Preparation, Foundation, Building, High Bay Warehouse, Heavy Load Flooring, Insulated Wall Panels, Docks/Doors, Cooler/Freezer, Refrigeration System (Ammonia), Evaporator Coils, Robotics & High-Tech Equipment, Conveyors, Automated Storage & Retrieving System (ASRS), Palletizer, Cameras, Pneumatics, Sorting Systems, Computer Systems, Loading/Unloading Areas, Material Handling Equipment, Air Flow & Temperature Controlled Systems, Engine Room, Screw Compressors, Fans, Storage Racks, Condenser, Fire Protection & Inventory Management Systems, Controls (PLC), Utilities Tie-Ins plus Electrical Distribution. ENVIRONMENTAL: (A) Vent Exhaust System, Ducting; (L) Spill Containment, Floor Drains.","CORE X Partners continues Market Analysis for Phase III Cold Storage Warehouse Expansion and anticipates AFE Submittal 1Q27 (Jan). Upon Final Approvals, CORE X Partners awards G/C and releases RFQs and Bid Documents for Contractors, Subcontractors, Equipment Providers & Specialty Trades 2Q27 (May-June). Construction Kick-Off 3Q27 (Jul). Project Completion 4Q28 (Dec).",3534615,3468869,CORE X Partners,11-Nov-25,Refrigerated Warehousing & Storage,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300939201,Low (0-69%)
Industrial Manufacturing,250000000,USD,2-Nov-25,TRENTON DATA CENTER CAMPUS EXPANSION BUILDING 4,Plant Expansion,Computer Processing & Processing Services,Hyperscale Data Center,Prologis Incorporated,Planned,Computer Processing & Processing Services,Trenton Data Center Campus,Prologis Incorporated,Off Woodsdale Road,Trenton,OH,Ohio,U.S.A.,45067,+1 4153949000,-84.457354,39.460462,OH*04,Great Lakes U.S.A.,1,,Butler,Market Analysis,30-Mar-29,YEAR,"Prologis (Developer) performs Market Analysis for a Data Center Campus Expansion Building 4. DETAILS: As Part of a 1MM sqft Data Center Development on 141-acre Site, Construct a Data Center Building 4 (size and capacity unspecified) plus Install Equipment and Supporting Systems to Provide Data Center Services in the Region. REQUIRES: Building, Server Room/Computer Equipment Room, Uninterruptible Power Supplies, Battery Banks, Static Transfer Switches, Cable Trays, Lighting, Fire Protection Systems, Mechanical Equipment, Telecommunications Cabling Systems, Information Technology (IT) Equipment, Environmental Controls Equipment, Chillers, Cooling Towers, Temperature Controls, Fans, Back-Up Generators, Backup Power Supplies, Data Communication Connections, Fire Suppression, Transformers, Breakers, Servers, Racks, Back-Up Servers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust Systems; Ducting, Fans.","Prologis continues with Market Analysis through Preliminary Engineering 3Q27 (Sep). Upon Final Funding and Permit Approvals, Prologis reviews and selects (G/C) 4Q27 (Oct). G/C releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors 4Q27 (Dec). Construction is tentatively Scheduled to Kick-Off 1Q28 (Jan). Estimated Project Completion 1Q29 (Mar).",3664700,3100892,Prologis Incorporated,11-Nov-25,Data Center Load,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301128714,Medium (70-80%)
Industrial Manufacturing,250000000,USD,2-Nov-25,TRENTON DATA CENTER CAMPUS EXPANSION BUILDING 3,Plant Expansion,Computer Processing & Processing Services,Hyperscale Data Center,Prologis Incorporated,Planned,Computer Processing & Processing Services,Trenton Data Center Campus,Prologis Incorporated,Off Woodsdale Road,Trenton,OH,Ohio,U.S.A.,45067,+1 4153949000,-84.457354,39.460462,OH*04,Great Lakes U.S.A.,1,,Butler,Market Analysis,30-Nov-28,YEAR,"Prologis (Developer) performs Market Analysis for a Data Center Campus Expansion Building 3. DETAILS: As Part of a 1MM sqft Data Center Development on 141-acre Site, Construct a Data Center Building 3 (size and capacity unspecified) plus Install Equipment and Supporting Systems to Provide Data Center Services in the Region. REQUIRES: Building, Server Room/Computer Equipment Room, Uninterruptible Power Supplies, Battery Banks, Static Transfer Switches, Cable Trays, Lighting, Fire Protection Systems, Mechanical Equipment, Telecommunications Cabling Systems, Information Technology (IT) Equipment, Environmental Controls Equipment, Chillers, Cooling Towers, Temperature Controls, Fans, Back-Up Generators, Backup Power Supplies, Data Communication Connections, Fire Suppression, Transformers, Breakers, Servers, Racks, Back-Up Servers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust Systems; Ducting, Fans.","Prologis continues with Market Analysis through Preliminary Engineering 2Q27 (May). Upon Final Funding and Permit Approvals, Prologis reviews and selects (G/C) 2Q27 (Jun). G/C releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors 3Q27 (Aug). Construction is tentatively Scheduled to Kick-Off 3Q27 (Sep). Estimated Project Completion 4Q28 (Nov).",3664700,3100892,Prologis Incorporated,11-Nov-25,Data Center Load,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301128713,Medium (70-80%)
Industrial Manufacturing,250000000,USD,2-Nov-25,TRENTON DATA CENTER CAMPUS EXPANSION BUILDING 2,Plant Expansion,Computer Processing & Processing Services,Hyperscale Data Center,Prologis Incorporated,Planned,Computer Processing & Processing Services,Trenton Data Center Campus,Prologis Incorporated,Off Woodsdale Road,Trenton,OH,Ohio,U.S.A.,45067,+1 4153949000,-84.457354,39.460462,OH*04,Great Lakes U.S.A.,1,,Butler,Market Analysis,31-Jul-28,YEAR,"Prologis (Developer) performs Market Analysis for a Data Center Campus Expansion Building 2. DETAILS: As Part of a 1MM sqft Data Center Development on 141-acre Site, Construct a Data Center Building 2 (size and capacity unspecified) plus Install Equipment and Supporting Systems to Provide Data Center Services in the Region. REQUIRES: Building, Server Room/Computer Equipment Room, Uninterruptible Power Supplies, Battery Banks, Static Transfer Switches, Cable Trays, Lighting, Fire Protection Systems, Mechanical Equipment, Telecommunications Cabling Systems, Information Technology (IT) Equipment, Environmental Controls Equipment, Chillers, Cooling Towers, Temperature Controls, Fans, Back-Up Generators, Backup Power Supplies, Data Communication Connections, Fire Suppression, Transformers, Breakers, Servers, Racks, Back-Up Servers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust Systems; Ducting, Fans.","Prologis continues with Market Analysis through Preliminary Engineering 1Q27 (Jan). Upon Final Funding and Permit Approvals, Prologis reviews and selects (G/C) 1Q27 (Feb). G/C releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors 2Q27 (Apr). Construction is tentatively Scheduled to Kick-Off 2Q27 (May). Estimated Project Completion 3Q28 (Jul).",3664700,3100892,Prologis Incorporated,11-Nov-25,Data Center Load,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301128712,Medium (70-80%)
