IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Terminals,482000000,USD,8-Nov-24,HONOR RANCHO STORAGE FIELD COMPRESSOR STATION MODERNIZATION,Modernization,Natural Gas Transmission,Natural Gas Compressor Stations,Southern California Gas Company,Operational,Natural Gas Transmission,Honor Rancho Depleted Natural Gas Storage Field,Sempra Energy,25205 Rye Canyon Road,Valencia,CA,California,U.S.A.,+1 6612573224,-118.587275,34.44637,CA*09,West Coast U.S.A.,1,Los Angeles [norther,Detailed Engineering,15-Jan-27,QUARTER,"Southern California Gas Company (SoCalGas) along with Dudek (Consultants), Yorke Engineering (Environmental Engineering Consultants), SPEC Services (Design Build), Burns & McDonnell (BurnsMcD) (Engineering Consultant), ARB Inc. (Pipeline Construction & Equipment Rental) and Gulf Interstate Engineering (Contractor) initiates Detailed Engineering for the Honor Rancho Storage Field Compressor Station Modernization. DETAILS: Located at existing site, install steel-framed buildings, plug and abandon two (2) existing storage wells, remove five (5) existing Delaval HVA16C compressors and install four (4) 5,000HP Caterpillar lean burn gas compressor engines, two (2) 5,500HP electric compressors and supporting equipment to comply with current environmental regulations and strengthen system reliability to maintain gas supply demands and injection inventory requirements to Honor Rancho Natural Gas Storage Field (Plant ID: 1039530). REQUIRES: 27,808 sq. ft. Building, Enclosures, Warehouse, Foundations, Concrete, Coolers/HVAC, Pumps, Motors, Blowers, Heaters, Control Panels, Caterpillar Gas Engines, Scrubbers, Compressors (Air/Electric/Gas), Paving, Insulation, Filter/Separators, Exchangers, Lube Oil Tanks, Vapor Recovery Units, Racks, 8,000 gal Aqueous Urea Vessels, Drums, Transformers, Cathodic Protection, Sensors, Corrosion Controls, 2""& 6"" Piping, 20""x 400' Suction/16""x400' Discharge Pipeline Tie-ins, 20""x200' Depressurization Tie-ins, Valves, Silencers, Variable Frequency Drives (VFD), ESD Controls, DCS/SCADA, MCC, 66kV/480V Switchgear Substation, Electrolyzers, Poles, Metering, Utilities, plus Controls. ENVIRONMENTAL: (A) Stack, Vents, Blowdown, Silencers, Vapor/Leak Detection; (L) Grading, Trenching, ROW, Containment Liners; (W) Stormwater Retention Pond.","SoCalGas, Dudek, Yorke Engineering, SPEC Services, and BurnsMcD continue with Detailed Engineering and received AFE Capital Approvals 3Q24 (Jul). SoCalGas, SPEC and BurnsMcD will continue to release Equipment RFQs and Subcontractor Bid Docs 4Q24 (Nov) through 3Q25 (Apr). Projected Construction Kick-off 4Q25 (Dec). Project Completion 1Q27 (Jan).",1039530,1033561,Southern California Gas Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301023550,12,High (81-99%)
Industrial Manufacturing,14000000,USD,10-Dec-24,SAN LEANDRO LITHIUM-SULFUR BUS BATTERIES MANUFACTURING PLANT EQUIPMENT ADDITION,Conversion,Storage Batteries,Lithium Ion Batteries - Transportation,Lyten Incorporated,Under Construction,Storage Batteries,San Leandro Lithium-Sulfur Bus Batteries,Lyten Incorporated,2020 Williams Street,San Leandro,CA,California,U.S.A.,+1 6504005635,-122.179816,37.712837,CA*03,West Coast U.S.A.,1,Alameda,Construction - Merit Shop,15-May-26,QUARTER,"Lyten Incorporated (Owner) performs Construction for a Lithium-Sulfur Bus Batteries Manufacturing Plant Equipment Addition. DETAILS: Within Existing Leased Vacant Site (119,000 sqft; Formerly Cuberg Lithium-Sodium Battery Manufacturing Plant), Install New Production Equipment plus Supporting Systems in order to Produce 200GWh Lithium-Sodium Bus Batteries per Year. REQUIRES: Assembly Lines and Tools, Metal Fabrication Equipment, Presses, Welding and Soldering Equipment, Mixing & Blending Equipment, Acid Resistant Tanks/Vessels, Punching Tools, CNC Machining Equipment, Conveyors & Conveyor Systems, Automation & Robotics, Compressors (Air), Motors (VS), Pumps, Drives Switchgear, Transformers, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.",Lyten Incorporated continues Construction for a Lithium-Sulfur Bus Batteries Manufacturing Plant Equipment Addition. Lyten Incorporated Releases RFQ's and Bid Documents plus Reviews and Selects Remaining Subcontractors and Specialty Vendors 1Q26 (Jan) - 2Q26. Construction Kicked-Off 4Q25 (Nov). Project Completion 2Q26 (May).,3620281,3484338,Lyten Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301032703,7,High (81-99%)
Industrial Manufacturing,1000000,USD,7-Nov-25,RIVERSIDE METAL CANS AND LIDS MFG PLANT FY27 MAINTENANCE PROGRAM,Maintenance Program,Metal Cans,"Cans, metal-mfg",Metal Container Corporation,Operational,Metal Cans,Riverside Metal Cans and  Lids,Anheuser-Busch InBev,7155 Central Avenue,Riverside,CA,California,U.S.A.,+1 9513540444,-117.450436,33.957248,CA*08,West Coast U.S.A.,1,Riverside [western],Maintenance Programs,31-Dec-27,MONTH,"Metal Container Corporation performs Maintenance Planning and Scheduling for a Metal Beverage Cans & Lids Manufacturing Plant FY27 Maintenance Program. NORMAL INSPECTION/REPAIR TO: 90,000 sqft Metal Beverage Cans & Ends Manufacturing Facility plus Supporting Equipment and Systems during a Weekly Maintenance Shutdowns performed as needed throughout the year. REQUIRES MRO TO: Manufacturing Lines, Punch Presses, Cure/Bake Ovens, Spray Guns, Compound Liners, Conversion Presses, Brakes, Laser Forming Equipment, Welding Equipment, Assembly Line and Tools, Punches, Topping Machines, Furnaces, Coil Handling System, Wash and Rinse System, Hydraulics, Compressors (Air), Racks, Palletizers, Conveyors, Wrappers, Packaging Equipment, Inspection and Test Equipment, Switchgear, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Metal Container Corporation continues with Maintenance Planning and Scheduling through 4Q26 (Dec). Upon Finalization of Plans and Completion of Scheduling, Metal Container Corporation releases Equipment RFQ's and Bid Documents plus Reviews and Selects Subcontractors as needed 1Q27 (Jan) - 4Q27. The FY27 Maintenance Program is Scheduled to Kick-Off 1Q27 (Jan). Estimated Project Completion 4Q27 (Dec).",1032309,1021716,Metal Container Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301130187,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,7-Nov-25,RIVERSIDE METAL CANS AND LIDS MFG PLANT FY26 MAINTENANCE PROGRAM,Maintenance Program,Metal Cans,"Cans, metal-mfg",Metal Container Corporation,Operational,Metal Cans,Riverside Metal Cans and  Lids,Anheuser-Busch InBev,7155 Central Avenue,Riverside,CA,California,U.S.A.,+1 9513540444,-117.450436,33.957248,CA*08,West Coast U.S.A.,1,Riverside [western],Maintenance Programs,31-Dec-26,MONTH,"Metal Container Corporation performs Maintenance Planning and Scheduling for a Metal Beverage Cans & Lids Manufacturing Plant FY26 Maintenance Program. NORMAL INSPECTION/REPAIR TO: 90,000 sqft Metal Beverage Cans & Ends Manufacturing Facility plus Supporting Equipment and Systems during a Weekly Maintenance Shutdowns performed as needed throughout the year. REQUIRES MRO TO: Manufacturing Lines, Punch Presses, Cure/Bake Ovens, Spray Guns, Compound Liners, Conversion Presses, Brakes, Laser Forming Equipment, Welding Equipment, Assembly Line and Tools, Punches, Topping Machines, Furnaces, Coil Handling System, Wash and Rinse System, Hydraulics, Compressors (Air), Racks, Palletizers, Conveyors, Wrappers, Packaging Equipment, Inspection and Test Equipment, Switchgear, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Metal Container Corporation continues with Maintenance Planning and Scheduling through 4Q25 (Dec). Upon Finalization of Plans and Completion of Scheduling, Metal Container Corporation releases Equipment RFQ's and Bid Documents plus Reviews and Selects Subcontractors as needed 1Q26 (Jan) - 4Q26. The FY26 Maintenance Program is Scheduled to Kick-Off 1Q26 (Jan). Estimated Project Completion 4Q26 (Dec).",1032309,1021716,Metal Container Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301130184,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,7-Nov-25,VISALIA POLYVINYL CHLORIDE PIPES MANUFACTURING PLANT FY27 MAINTENANCE PROGRAM,Maintenance Program,Plastic Pipe,"Pipe, plastics-mfg",JM Eagle Incorporated,Operational,Plastic Pipe,Visalia Polyvinyl Chloride Pipes,JM Eagle Incorporated,7501 West Goshen Avenue,Visalia,CA,California,U.S.A.,+1 5596512100,-119.375073,36.341035,CA*06,West Coast U.S.A.,1,Tulare,Maintenance Programs,31-Dec-27,MONTH,"JM Eagle Incorporated performs Maintenance Planning and Scheduling for a Polyvinyl Chloride Pipes Manufacturing Plant FY27 Maintenance Program. NORMAL INSPECTION/REPAIR TO: (42,000 sqft) Polyvinyl Chloride Pipes Manufacturing Facility plus Supporting Equipment and Systems during Weekly Maintenance Shutdowns performed throughout the Year. REQUIRES MRO TO: Assembly Lines and Tools, Plastic Injection Molding Machines, Metal Stamping Presses, Grinders, Material Handling Equipment, CNC Machining and Milling Equipment, Packaging Equipment, Conveyors, Inspection and Test Equipment, Pneumatics, Hydraulics, Motors (VS), Pumps, Drives, Material Handling Equipment, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","JM Eagle Incorporated continues with Maintenance Planning and Scheduling through 4Q26 (Nov). Upon Finalization of Plans and Completion of Scheduling, JM Eagle Incorporated Releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors 4Q26 (Dec) - 4Q27. The Polyvinyl Chloride Pipes Manufacturing Plant FY27 Maintenance Program is Scheduled to Kick-Off 1Q27 (Jan). Estimated Project Completion 4Q27 (Dec).",1078165,1101110,JM Eagle Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301130116,0,Medium (70-80%)
Industrial Manufacturing,2000000,USD,7-Nov-25,MERCED UNIVERSITY FACILITIES CENTRAL UTILITY PLANT UPGRADES,Upgrade,Steam & Air-Conditioning Supply,Chilled Water Supply,University of California Merced,Operational,"Colleges, Universities & Professional Schools",Merced University Facilities,University of California Merced,5200 North Lake Road,Merced,CA,California,U.S.A.,+1 2092284400,-120.4311096,37.3637343,CA*06,West Coast U.S.A.,1,Merced,Project Scope,28-Apr-28,YEAR,"University of California Merced (Owner) performs Project Scope for a Facilities Central Utility Plant Upgrade. DETAILS: At Existing Campus, remove the two existing natural gas‐fueled steam boilers and the associated steam system from the Central Utility Plant in Conjunction with the Science and Engineering (1) Building and replace with an Electric Cage Wash and Electric Autoclaves/Glass Washers, (2) New Natural Gas-Fueled Steam Boilers to significantly advance the decarbonization of the Central Utility Plant and Improve Energy and Operational Efficiencies. REQUIRES: (2) New Natural Gas-Fueled Steam Boilers, Chilled Water Distribution Pumps & Piping, Communications, Medium Voltage Electrical System Components, Heaters, BFW System, Superheaters, Condenser Water Pumps, Cooling Towers, Air Handlers, Temperature Controls, Evaporator, Heat Exchanger, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Exhaust System, Ducting, Ventilation, Fans.","University of California Merced continues with Project Scope through 1Q27 (Mar). Upon Completion of Project Scope and Final Capital Approval, University of California Merced releases Equipment RFQ's and Bid Documents plus Reviews and Selects Subcontractors as needed 2Q27 (May). Tentative Facilities Central Utility Plant Upgrades Construction Kick-Off is set for 2Q27 (Jun). Estimated Project Completion 2Q28 (Apr).",3517159,1101798,University of California Merced,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301130099,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,6-Nov-25,CORONA PLASTIC CONTAINERS MANUFACTURING PLANT CLOSURE,Closure,Plastic Products,"Containers, plastics: except foam, bottles, and bags-mfg",Dart Container Corporation,Operational,Plastic Products,Corona Plastic Containers,Dart Container Corporation,150 South Maple Street,Corona,CA,California,U.S.A.,+1 9517358115,-117.605654,33.8843501,CA*09,West Coast U.S.A.,1,Riverside [eastern],Planning and Scheduling,27-Feb-26,MONTH,"Dart Container Corporation (Owner) performs Planning and Scheduling for a Plastic Containers Manufacturing Plant Closure. DETAILS: Within Existing 597,000 sqft Plastic Containers Manufacturing Facility, Dismantle, Disassemble and Remove Existing Production Lines & Tools plus Prepare Plant and Equipment for Sale. REQUIRES DISMANTLEMENT/REMOVAL OF: Production Lines & Tools, Injection Molding Machines, Presses, Automation Equipment, CNC Machining Equipment, Extruders, Winders, Rollers, Roll Handling Equipment, Thermoforming Equipment, Slitters, Cutting Equipment, Dryer, Hoppers, Ovens, Heat Exchangers, Feed System, Grinders, Molds, Dies, Trimmers, Clamping Units, Finishing Equipment, Material Handling Equipment, Packaging Equipment, Switchgear, Transformers, Compressors (Air), Motors (VS), Pumps, Drives, MCC plus Controls (PLC). ENVIRONMENTAL: (A) Ventilation and Exhaust System, Ducting, Fans.",Dart Container Corporation continues Planning and Scheduling for a Plastic Containers Manufacturing Plant Closure. Dart Container Corporation Releases RFQ's and Bid Documents plus Reviews and Selects Subcontractors and Specialty Vendors 1Q26 (Jan). The Plant Closure is Scheduled to Kick-Off 1Q26 (Feb). Project Completion 1Q26 (Feb).,3303734,3263732,Dart Container Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301129857,0,High (81-99%)
Pharmaceutical & Biotech,150000000,USD,8-Nov-24,LOWER LAKE GRASSROOT CANNABIS CULTIVATION PLANT PHASE I,Grassroot,Medical Chemical & Botanical Products,"Cannabis-Dried, flower, powder-mfg",Joel Michaely Grow LLC,Planned,Medical Chemical & Botanical Products,Lower Lake Cannabis Cultivation and Processing,Joel Michaely Grow LLC,11450 & 11474 Spruce Grove Road,Lower Lake,CA,California,U.S.A.,+1 7078632221,-122.5973477,38.89256774,CA*02,West Coast U.S.A.,1,Lake,Preliminary Design,29-Feb-28,YEAR,"Joel Michaely Grow LLC performs Preliminary Design for Grassroot Cannabis Cultivation Plant Phase I. DETAILS:On newly acquired 500-acre lot, in a series of two phases, Construct 1,000,000 sqft cultivation facility and equip to process high-quality medical-grade cannabis plus supporting utilities. REQUIRES: Building, Storage Bins, Cutting Equipment, Packaging Equipment, Sorting Stations, Conveyors (Belt), Stainless Steel Piping, Chiller, Heat Exchanger, Cooling Tower, Curing Storage Areas, Trimming Stations, Automated Watering Systems, Automated Fertilization Systems, Mixing Tanks, Valves, Filters, Storage Tank, Temperature and Humidity Controls Tie-ins, CO2 Extractors, Scales, Industrial Gas Supply and Storage, Compressors (Air), Hydroponic Growing Equipment, Dryers, Filter Presses, Seed Oil Presses, Seed Cleaning Equipment, Seed Hulling Equipment, Stainless Steel Tanks, Packaging Stations, Bar Coding/Scanning/Labeling Equipment, Proprietary Lighting System, pH Monitors, Water Purification System, Electrical Box Upgrades, Voice/Data/Wireless System, Fire and Security Systems. ENVIRONMENTAL: (A) HEPA Filtration System, Carbon Filters, Dust Collectors, Negative Ion Generators; (L) Containment, Remediation; (W) Pre-Wastewater Treatment System Tie-ins.","Joel Michaely Grow LLC continues with Preliminary Design through 3Q25 (Jul). Upon final approvals, Joel Michaely Grow with NorthPoint Consulting Group Incorporated selects Project Team 4Q25 (Dec) and releases Equipment RFQs plus Subcontractor Bid Documents 1Q26 (Jan)- 3Q27. Expected Construction Kick-Off 1Q26 (Mar). Estimated Project Completion 1Q28 (Feb).",3616134,3511606,Joel Michaely Grow LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301023542,0,Medium (70-80%)
Chemical Processing (CPI),5000000,USD,19-Jan-21,MOHAVE FERRIC AND FERROUS CHLORIDE PLANT EXPANSION,Plant Expansion,Industrial Inorganic Chemicals,Ferric chloride-mfg,Kemira Water Solutions Incorporated,Operational,Industrial Inorganic Chemicals,Mojave Ferric and Ferrous Chloride,Kemira Oyj,18700 Highway 14 North,Mojave,CA,California,U.S.A.,+1 6618242466,-118.142739,35.085599,CA*09,West Coast U.S.A.,1,Kern,Planning and Scheduling,31-Aug-26,QUARTER,"Kemira Water Solutions with Subsidiary, Kemiron Pacific continues Planning & Scheduling for Ferric and Ferrous Chloride Plant Expansion. DETAILS: As part of a 5-year plan, evaluate expanding production through the installation of new process equipment to include Reactor Vessels, (2) Tanks (15'x15', Rubber-lined, CS/Carbon Steel Open-Top Tanks with Stirring Assemblies) and Process Piping to increase capacity. REQUIRES INSTALLATION/UPGRADES/MODIFICATIONS OF: Reactor Vessels, Tanks, Heat Exchangers, Piping (CS/Carbon Steel), Equipment Pads, Flowmeters, Control Valves, Pumps and Motors, Temperature Sensors, Controls (DCS), Level Indicators, Dryer, Digital Transmitters/Controllers, Breakers, Transmitters, Electric Utilities Tie-ins. ENVIRONMENTAL: (A) Vent System, Filters; (L) Material and Debris Removal, Containment.",Kemira Water Solutions with Pacific continues Planning & Scheduling through 1Q25 (Mar). Kemiron Pacific will begin to release Equipment RFQs and Subcontractor Bid Documents 2Q25 (May). Tentative Construction Kick-Off 3Q25 (Sep). Project Completion 3Q26 (Aug).,1007680,1062856,Kemiron Pacific Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300664757,38,High (81-99%)
Chemical Processing (CPI),75000000,USD,10-Apr-24,JURUPA VALLEY PLASTIC RECYCLING PLANT REVAMP AND RESTART,Revamp,"Plastics Materials, Nonvulcanizable Elastomers & Synthetic Resins",Chemical or Thermal Recycling of Plastics,LyondellBasell Industries NV,Mothballed,"Plastics Materials, Nonvulcanizable Elastomers & Synthetic Resins",Jurupa Valley Plastics Recycling,LyondellBasell Industries NV,4388 Serrano Drive,Jurupa Valley,CA,California,U.S.A.,+1 2134598484,-117.509755,34.012449,CA*09,West Coast U.S.A.,1,Riverside [eastern],Permitting,31-Oct-26,QUARTER,"LyondellBasell performs Permitting for Plastic Recycling Plant Revamp and Restart. DETAILS: Revamp and restart former 50 M Lbs/yr PreZero plastics recycling processing lines by upgrading major process equipment. REQUIRES INSTALLATION OF: Building Modifications, Equipment Pads, Washers, Dryers, Silo, Extruder, Packaging Equipment, Heat Exchangers, Conveyors, Scales, Feeders, Shredder, Truck & Rail Loadout, Raw Material Holding Area, Hydraulics, Crushers, Separation System, Valves, Grinders, Compressors (Air), MCC plus Controls (PLC), Valves, SS/Stainless Steel Piping, Digital Transmitters/Controllers, Flowmeters, Utility Tie-ins, Level Indicators, Pumps, Motors, Temperature Sensors, Tanks. ENVIRONMENTAL: (A) Ventilation and Ducting, Filters; (L) Containment; (W) Drainage, Wastewater Treatment.",LyondellBasell continue with Permitting through 4Q25 (Nov). LyondellBasell releases Equipment RFQs and Subcontractor Bid Documents 4Q25 (Dec). Tentative Construction Kick-Off 1Q26 (Jan). Project Completion 4Q26 (Oct).,3586814,1032808,LyondellBasell Industries NV,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300967098,17,Medium (70-80%)
Power,8000000,USD,18-Oct-22,FORESTHILL 61.2MW MIDDLE FORK HYDRO UNIT# 1 TURBINE OVERHAUL,Rebuild,Electric Services [Public Utilities],State Owned Power Generation,Placer County Water Agency,Operational,Electric Services [Public Utilities],Middle Fork Powerhouse Hydro,Placer County Water Agency,5000 Mosquito Ridge Road,Foresthill,CA,California,U.S.A.,+1 5308234875,-120.59586,39.02443,CA*04,West Coast U.S.A.,1,Placer,Site Characterization,8-Oct-26,QUARTER,"Placer County Water Agency conducts Site Characterization for 61.2MW Unit #1 Turbine Overhaul. DETAILS: Overhaul (1) 61.2MW Voith Pelton hydraulic Turbine Generator plus Inspection and Repair to associated components to increased Service Life. REQUIRES: Turbine (Dismantlement and Reassembly, Casing, Shaft, Wicket Gates, Runner Replacement, Servomotors, Lube System), Generator (Dismantlement and Reassembly, Rotors and Stators Installation, Exciter Replacement, Governor Control Replacement, Winding, Wedges, and Armatures), Intakes, Penstocks plus Instrumentation & Control System Inspection & Testing. ENVIRONMENTAL: (L) Used Equipment Disposal, Spill Containment & Flood Control; (W) Fish and Marine Life Protection and Trashracks.","Placer County Water Agency completes Site Characterization through AFE Approval by 3Q25 (Aug). Placer County Water Agency plans to release RFPs for General Contractor 4Q25 (Oct). Selected General Contractor in turn releases RFQs and Bid Documents for Equipment 1Q26 (Mar), Consumables and Subcontractors as required 3Q26 (Aug). Unit #1 Turbine Overhaul is scheduled for Kick-Off 3Q26 (Sep). Project Completion is expected 4Q26 (Oct).",1054278,1071634,Placer County Water Agency,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300829284,0,Medium (70-80%)
Power,4000000,USD,14-Oct-22,FORESTHILL 61.2MW MIDDLE FORK HYDRO UNIT# 1 GENERATOR REWIND,Refurbishment,Electric Services [Public Utilities],State Owned Power Generation,Placer County Water Agency,Operational,Electric Services [Public Utilities],Middle Fork Powerhouse Hydro,Placer County Water Agency,5000 Mosquito Ridge Road,Foresthill,CA,California,U.S.A.,+1 5308234875,-120.59586,39.02443,CA*04,West Coast U.S.A.,1,Placer,Site Characterization,8-Oct-26,QUARTER,"Placer County Water Agency conducts Site Characterization for 61.2MW Unit #1 Generator Rewind. DETAILS: Rewind (1) 61.2MW Voith Pelton hydraulic Turbine Generator plus Inspection and Repair to associated components to increased Service Life. REQUIRES: Generator (Disassembly and Reassembly, Wedges, Windings, Stator Rewind, Insulation, Excitor Inspection, Governor Inspection, Bars, Laminate, Thermocouples, Endplates, Bearings, Fans, Testing), Lube System, Non Destructive Examination (NDE), Instrumentation and Controls Modifications and Testing, Breakers, Pumps, DCS. ENVIRONMENTAL: (L) Spill Containment, Used Equipment Disposal.","Placer County Water Agency completes Site Characterization through AFE Approval by 3Q25 (Aug). Placer County Water Agency plans to release RFP's for General Contractor 4Q25 (Oct). Selected General Contractor in turn releases RFQ's and Bid Documents for Equipment 1Q26 (Mar), Consumables and Subcontractors as required 3Q26 (Aug). Unit #1 Generator Rewinds is scheduled for Kick-Off 3Q26 (Sep). Project Completion is expected 4Q26 (Oct).",1054278,1071634,Placer County Water Agency,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300828492,0,Medium (70-80%)
Chemical Processing (CPI),80000000,USD,22-May-25,HAYWARD PILOT-SCALE BIOMANUFACTURING PLANT,Brownfield,Industrial Organic Chemical,"Acids, organic-mfg",BioMADE BioIndustrial MFG,Planned,Industrial Organic Chemical,Hayward Biomanufacturing Plant,BioMADE BioIndustrial MFG,Bridgeview Industrial Park- 24600 Industrial Blvd,Hayward,CA,California,U.S.A.,+1 6518676588,-122.117,37.64027,CA*03,West Coast U.S.A.,1,Alameda,Planning and Scheduling,31-Aug-26,QUARTER,"BioMADE performs Capital Planning & Scheduling for Pilot-Scale Biomanufacturing Plant. DETAILS: Construct 25,000 sqft facility to include a Pilot Plant, processing & supporting equipment/utilities plus laboratory/analytical space to enable production and development & testing of a wide range of biological chemicals and materials including food related processes. REQUIRES MODULE FABRICATION & INSTALLATION OF: Multiple Aerated Stirred Process Tanks (with volumes up to 4,000 liters), Downstream Harvest Tanks, Centrifuges, Membrane Filtration, Evaporation, Spray Dryers, Instrumentation I/O Points, Temperature Sensors, Thermowells, SS/Stainless Steel Control Valves, SS/Stainless Block Valves,Pumps & Motors, MCC, Switchgears, PSV's, Operator Workstations, Fire Protection, Vent Hoods, Analyzers, Separators, Lighting. ENVIRONMENTAL: (A) Vent System; (L) Leak Containment; (W) Wastewater System/Tie-ins; Stormwater Sewer Tie-ins, Potable Water Tie-Ins.",BioMADE continues with Capital Planning & Scheduling through 2Q25 (Jun). Remaining Equipment RFQ's& Subcontractor Bid Documents to be released 2Q25 (Jun) through 3Q25 as needed. Estimated Construction Kick-Off 4Q25 (Dec). Projected Completion 3Q26 (Aug).,3640373,3531484,BioMADE BioIndustrial MFG,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301078026,5,High (81-99%)
Chemical Processing (CPI),20000000,USD,31-Jan-23,BAY POINT AEROSPACE ADHESIVES PLANT EXPANSION,Plant Expansion,Adhesives & Sealants,Adhesives-mfg,Henkel Corporation,Operational,Adhesives & Sealants,Bay Point Aerospace Adhesives,The Henkel Group,2850 Willow Pass Road,Bay Point,CA,California,U.S.A.,+1 9254588000,-121.945992,38.027117,CA*03,West Coast U.S.A.,1,Contra Costa,Market Analysis,31-Mar-27,QUARTER,"Henkel Corporation continues Construction for Aerospace Adhesives Plant Expansion. DETAILS: Evaluate the construction of a new building and install new production lines to produce adhesive materials. REQUIRES INSTALLATION OF: Building, Equipment Pads, Silos, Reactor Vessels, Heat Exchangers, Tanks, Control Valves, Flowmeters, Mixing and Blending Equipment, Pipe Racks, Piping (SS/Stainless Steel & FRP), Agitators, Packaging Equipment, Compressors (Air), Conveyors, Flowmeters, Temperature Sensors, Digital Transmitters/Controllers, Control Room, Controls (DCS), MCC, Transformers, Pumps and Motors, Fans and Blowers, Electric Utilities. ENVIRONMENTAL: (A) Vent System, Filters, Ducting; (L) Containment, Debris & Material Removal.","Henkel Corporation continues with Market Analysis through 4Q25 (Oct). Upon completion of Engineering, Henkel Corporation will begin to release Equipment RFQ's and Subcontractor Bid Documents 4Q25 (Nov). Construction to tentatively to Kick-Off 4Q25 (Dec). Completion 1Q27 (Mar).",3107644,1508863,Henkel Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300856126,0,Low (0-69%)
Metals & Minerals,20000000,USD,29-Oct-19,FRESNO GLASS WORKS #15 FURNACE MAJOR REBUILD,Rebuild,Flat Glass,"Glass, flat-mfg",Vitro Architectural Glass LLC,Operational,Flat Glass,Fresno Glass Manufacturing,Vitro SAB de CV,3333 South Peach Avenue,Fresno,CA,California,U.S.A.,+1 8558876457,-119.720757,36.687917,CA*06,West Coast U.S.A.,1,Fresno,Equipment Studies,18-Apr-31,QUARTER,"Vitro Architectural Glass performs Equipment Studies for Fresno Glass Works #15 Furnace Major Rebuild. DETAILS: At 200,000 T/yr Flat Glass Manufacturing Plant, Dismantle/Rebuild 650 T/d Oxy-Fuel Float Glass Furnace & Upgrade Supporting Equipment to improve furnace operations & lower emission. REQUIRES: Dismantle/Rebuild Furnace, Structural Steel Mods, Furnace Shell Repairs/Re-bricking, Mechanical/Electrical Upgrades, Refractory Linings, Glass Forming Equipment, Pumps, Cooling System Mods, Annealing Lehrs, Pressure Regulators, Safety Shutoff Valves, Burner/Fuel Management System, Conveyors, Feeders, Tanks (AST), Control Valves, Rollers, Burners, Indicators/Controllers, Actuators, Silos, Packaging/Loadout Equipment, Nozzles, Compressors (Air), Belts, Coating/Finishing/Polishing Lines, Tin Float Bath, Robotics, Wirings, Ladles, Cranes, Hoppers, Gauges, Meters, Gears, Combustion Pipings, Motors, Drives, Bins, MCC, Controls (PLC). ENVIRONMENTAL: (A) Fans, Vent/Exhaust System, Ducting, Fabric Filters, Sensors, Baghouses, Wet Scrubbers, CEMs, ESPs, Dust Collectors; (L) Spill Containment.",Vitro Architectural Glass continues Equipment Studies 4Q24 (Nov). Vitro Architectural Glass with selected G/C will release Equipment RFQs & Subcontractor Bid Documents 4Q30 (Nov) - 2Q31. Major Rebuild Kick-Off 1Q31 (Jan). Project Completion 2Q31 (Apr).,1040040,1043783,Vitro Architectural Glass LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300560283,0,Medium (70-80%)
